1138,2003,Freddy vs. Jason,"Action, Horror, Thriller"
1144,1991,Fried Green Tomatoes,Drama
1145,2001,The Wedding Planner,"Comedy, Romance"
1148,1981,For Your Eyes Only,"Action, Adventure, Thriller"
1163,1984,2010: The Year We Make Contact,"Adventure, Mystery, Sci-Fi"
1174,1993,The Sandlot,"Comedy, Drama, Family"
1175,1984,Repo Man,"Comedy, Crime, Sci-Fi"
1176,2001,The Devil's Backbone,"Drama, Fantasy, Horror"
1180,2001,A Beautiful Mind,"Biography, Drama"
1202,1983,National Lampoon's Vacation,"Adventure, Comedy"
1216,1993,Fire in the Sky,"Biography, Drama, Fantasy"
1220,2004,Man on Fire,"Action, Crime, Drama"
1224,1947,The Ghost and Mrs. Muir,"Drama, Fantasy, Mystery"
1255,1985,Better Off Dead,Drama
1267,2001,Dr. Dolittle 2,"Comedy, Family, Fantasy"
1289,1990,Look Who's Talking Too,"Comedy, Family, Romance"
1295,1983,Strange Brew,Comedy
1300,1973,Return of the Dragon,"Action, Comedy"
1305,2003,Thirteen,Drama
1307,2003,S.W.A.T.,"Action, Adventure, Crime"
1314,1990,Presumed Innocent,"Mystery, Thriller"
1324,1994,The Professional,"Action, Crime, Drama"
1329,1998,He Got Game,"Drama, Sport"
1336,1994,Wolf,"Drama, Horror, Romance"
1367,1993,The Piano,"Drama, Music, Romance"
1370,1976,Marathon Man,"Crime, Thriller"
1373,1993,The Program,"Biography, Drama, Sport"
1384,1973,Walking Tall,"Action, Crime"
1394,1999,Bringing Out the Dead,"Drama, Thriller"
1395,1963,Charade,"Comedy, Mystery, Romance"
1406,1991,Hook,"Adventure, Comedy, Family"
1408,1999,The Limey,"Crime, Drama, Mystery"
1425,1987,No Way Out,"Action, Crime, Drama"
1428,2003,The Recruit,"Action, Drama, Mystery"
1466,1969,Midnight Cowboy,Drama
1467,1993,Three Musketeers,Adventure
1470,2002,Bend It Like Beckham,"Comedy, Drama, Romance"
1482,2003,Beyond Borders,"Adventure, Drama, Romance"
1502,1999,Superstar,"Comedy, Romance"
1518,1995,Casper,"Animation, Comedy, Family"
1530,2002,Rose Red,"Horror, Mystery, Thriller"
1532,1992,Mo' Money,"Action, Comedy, Crime"
1542,1993,Sleepless in Seattle,"Comedy, Drama, Romance"
1543,1995,Nick of Time,"Action, Crime, Drama"
1553,1995,Persuasion,"Drama, Romance"
1558,1990,Rocky V,"Drama, Sport"
1561,2003,American Wedding,"Comedy, Romance"
1571,1982,Poltergeist,"Fantasy, Horror"
1578,1995,Nine Months,"Comedy, Romance"
1585,2001,Joy Ride,"Mystery, Thriller"
1590,2001,Life as a House,Drama
1595,1949,The Third Man,"Film-Noir, Mystery, Thriller"
1599,2000,Fantasia 2000,"Animation, Comedy, Family"
1615,1995,The American President,"Comedy, Drama, Romance"
1618,1984,Nausicaa of the Valley of the Wind,Animation
1632,2004,Mean Creek,"Crime, Drama"
1633,1988,The Serpent and the Rainbow,"Fantasy, Horror"
1637,2002,Trapped,"Crime, Drama, Thriller"
1645,2003,The In-Laws,"Action, Comedy, Thriller"
1646,1983,The Dead Zone,"Horror, Sci-Fi, Thriller"
1650,1980,Nine to Five,Comedy
1659,1993,Grumpy Old Men,"Comedy, Drama, Romance"
1661,1976,The Bad News Bears,"Comedy, Drama, Family"
1665,1998,Orgazmo,"Comedy, Sci-Fi"
1668,1982,Friday the 13th: Part 3,"Short, Horror"
1682,1997,Absolute Power,"Action, Crime, Drama"
1692,1989,Lonesome Dove,"Adventure, Drama, Western"
1693,1998,Sphere,"Drama, Mystery, Sci-Fi"
1700,1996,Bottle Rocket,"Comedy, Crime, Drama"
1703,1998,Ever After: A Cinderella Story,"Comedy, Drama, Romance"
1704,2004,The Three Musketeers,"Action, Adventure, Romance"
1707,2004,Outfoxed: Rupert Murdoch's War on Journalism,Documentary
1708,1936,Modern Times,"Comedy, Drama, Family"
1709,1981,Clash of the Titans,"Action, Adventure, Fantasy"
1719,2004,The Life Aquatic with Steve Zissou,"Adventure, Comedy, Drama"
1743,1979,The Warriors,"Action, Thriller"
1744,1984,Beverly Hills Cop,"Action, Comedy, Crime"
1746,1994,Bob Roberts,Comedy
1754,1984,Sixteen Candles,"Comedy, Romance"
1756,1974,Murder on the Orient Express,"Crime, Drama, Mystery"
1765,1996,First Kid,"Family, Comedy"
1770,1995,Trainspotting,Drama
1771,2004,A Dirty Shame,Comedy
1783,1982,The Best Little Whorehouse in Texas,"Comedy, Musical"
1788,2004,Earthsea,"Fantasy, Drama, Adventure"
1790,1966,Born Free,"Adventure, Drama, Family"
1792,1998,Psycho,"Horror, Mystery, Thriller"
1798,1987,Lethal Weapon,"Action, Crime, Thriller"
1800,2002,An Evening With Kevin Smith,"Comedy, Documentary"
1804,2002,The Twilight Samurai,"Drama, History"
1810,1998,U.S. Marshals,"Action, Crime, Thriller"
1832,1968,Rosemary's Baby,"Drama, Horror"
1843,1994,Beverly Hills Cop III,"Action, Comedy, Crime"
1853,1974,Death Wish,"Action, Crime, Drama"
1854,2001,Crazy/Beautiful,"Drama, Romance"
1860,1995,Shall We Dance?,"Comedy, Drama, Music"
1861,2001,Evolution,"Comedy, Sci-Fi"
1865,2004,Eternal Sunshine of the Spotless Mind,"Drama, Fantasy, Romance"
1867,1999,Annie,"Comedy, Drama, Family"
1884,2001,Captain Corelli's Mandolin,"Drama, Music, Romance"
1890,1991,Regarding Henry,"Drama, Romance"
1902,1979,Star Trek: The Motion Picture,"Adventure, Mystery, Sci-Fi"
1905,2003,Pirates of the Caribbean: The Curse of the Black Pearl,"Action, Adventure, Fantasy"
1918,2004,The Alamo,"Drama, History, War"
1925,1980,Urban Cowboy,"Drama, Romance, Western"
1939,1979,The Amityville Horror,"Drama, Horror, Mystery"
1955,1999,The Story of Us,"Comedy, Drama, Romance"
1959,1961,Splendor in the Grass,"Drama, Romance"
1962,2004,50 First Dates,"Comedy, Romance"
1969,1954,The Caine Mutiny,"Drama, War"
1971,1995,Under Siege 2: Dark Territory,"Action, Thriller"
1972,1953,Gentlemen Prefer Blondes,"Comedy, Crime, Musical"
1974,1995,Il Postino,"Documentary, Short"
1975,2000,Hollow Man,"Action, Horror, Sci-Fi"
1976,2000,Here on Earth,"Drama, Romance"
1983,2001,Final Fantasy: The Spirits Within,"Animation, Action, Adventure"
1998,2005,Saving Face,"Comedy, Drama, Romance"
2000,1994,Four Weddings and a Funeral,"Comedy, Drama, Romance"
2001,1992,Under Siege,"Action, Thriller"
2009,1999,The Talented Mr. Ripley,"Crime, Drama, Thriller"
2012,2002,The Importance of Being Earnest,"Comedy, Drama, Romance"
2015,2002,Talk to Her,"Drama, Mystery, Romance"
2016,2002,The Magdalene Sisters,Drama
2033,2004,Head in the Clouds,"Drama, Romance, War"
2037,1985,Fright Night,"Comedy, Horror"
2043,1953,Shane,"Drama, Romance, Western"
2095,1997,Liar Liar,"Comedy, Fantasy"
2104,1989,Kickboxer,"Action, Sport"
2112,2003,Identity,"Mystery, Thriller"
2114,2002,Firefly,"Adventure, Drama, Sci-Fi"
2122,1999,Being John Malkovich,"Comedy, Drama, Fantasy"
2128,1993,Rudy,"Biography, Drama, Sport"
2135,1997,Nothing to Lose,"Action, Adventure, Comedy"
2136,2001,Not Another Teen Movie,Comedy
2139,1986,The Color of Money,"Drama, Sport"
2149,1998,Buffalo '66,"Comedy, Crime, Drama"
2152,2000,What Women Want,"Comedy, Fantasy, Romance"
2153,1993,Free Willy,"Adventure, Drama, Family"
2161,1993,Six Degrees of Separation,"Comedy, Drama, Mystery"
2163,1999,Mystery Men,"Action, Comedy, Fantasy"
2164,2004,Rory O'Shea Was Here,"Comedy, Drama"
2167,1996,Fly Away Home,"Adventure, Drama, Family"
2173,1998,BASEketball,"Comedy, Sport"
2174,1996,The Ghost and the Darkness,"Adventure, Drama, Horror"
2178,1998,"Lock, Stock and Two Smoking Barrels",Thriller
2186,1995,Bad Boys,"Action, Comedy, Crime"
2189,1981,The Hitchhiker's Guide to the Galaxy,"Adventure, Comedy, Sci-Fi"
2192,1999,The Hurricane,"Biography, Drama, Sport"
2200,2002,Collateral Damage,"Action, Drama, Thriller"
2209,1981,On Golden Pond,Drama
2212,1993,The Secret Garden,"Drama, Family, Fantasy"
2235,2004,Undertow,"Drama, Thriller"
2251,1990,The Rookie,"Drama, Family, Sport"
2252,1992,Bram Stoker's Dracula,"Fantasy, Horror"
2254,2003,A Guy Thing,"Comedy, Romance"
2314,1956,Invasion of the Body Snatchers,"Horror, Sci-Fi"
2326,2002,The Laramie Project,"Drama, Crime"
2329,2004,Control Room,Documentary
2332,1973,Paper Moon,"Comedy, Crime, Drama"
2340,1990,Joe Versus the Volcano,"Comedy, Romance"
2342,2004,Super Size Me,"Documentary, Comedy, Drama"
2348,1976,The Omen,"Horror, Thriller"
2360,1952,Singin' in the Rain,"Comedy, Musical, Romance"
2362,1994,White,"Action, Adventure, Drama"
2371,1955,To Catch a Thief,"Crime, Mystery, Romance"
2372,2004,The Bourne Supremacy,"Action, Mystery, Thriller"
2375,1989,Fletch Lives,"Comedy, Mystery, Crime"
2376,2000,Scream 3,"Horror, Mystery"
2379,1956,Giant,"Drama, Western"
2380,1991,Not Without My Daughter,"Drama, Thriller"
2385,1999,Center Stage,"Drama, Music, Romance"
2386,2002,Pumpkin,"Comedy, Drama, Romance"
2389,1992,The Cutting Edge,"Drama, Romance, Sport"
2391,2004,Along Came Polly,"Comedy, Romance"
2395,1996,Scream,"Horror, Mystery"
2422,2004,Primer,"Drama, Sci-Fi, Thriller"
2443,1992,Like Water for Chocolate,"Drama, Romance"
2452,2001,Lord of the Rings: The Fellowship of the Ring,"Adventure, Drama, Fantasy"
2456,1964,A Fistful of Dollars,"Action, Drama, Western"
2457,2004,A Cinderella Story,"Comedy, Family, Romance"
2460,1983,Cujo,"Horror, Thriller"
2462,1987,"Planes, Trains and Automobiles","Animation, Adventure, Comedy"
2465,1984,This Is Spinal Tap,"Comedy, Music"
2470,1992,Wayne's World,"Comedy, Music"
2478,1968,The Thomas Crown Affair,"Crime, Romance, Thriller"
2482,1994,My Girl 2,"Comedy, Drama, Family"
2495,2001,Exit Wounds,"Action, Comedy, Crime"
2499,2001,America's Sweethearts,"Comedy, Romance"
2518,1995,Things to Do in Denver When You're Dead,"Crime, Drama"
2519,2004,A Love Song for Bobby Long,Drama
2528,1990,Arachnophobia,"Comedy, Fantasy, Horror"
2533,1995,The Brothers McMullen,"Comedy, Drama, Romance"
2554,1975,The Rocky Horror Picture Show,"Comedy, Musical"
2558,2002,Irreversible,"Crime, Drama, Mystery"
2572,2005,The Sandlot 2,"Comedy, Family, Sport"
2577,1995,A Walk in the Clouds,"Drama, Romance"
2578,2001,Y Tu Mama Tambien,"Short, Drama"
2580,2003,Freaky Friday,"Comedy, Family, Fantasy"
2590,1992,Newsies,"Drama, Family, History"
2594,1989,Look Who's Talking,Comedy
2595,1993,The Vanishing,"Crime, Mystery, Thriller"
2612,2001,Don't Say a Word,"Drama, Mystery, Thriller"
2613,1990,Northern Exposure: Season 1,Short
2617,2002,Ghost Ship,Horror
2640,1997,The Spanish Prisoner,"Drama, Mystery, Thriller"
2643,2004,Carolina,"Comedy, Drama, Romance"
2660,1989,When Harry Met Sally,"Comedy, Drama, Romance"
2675,2002,Solaris,"Drama, Mystery, Romance"
2690,2000,The Emperor's New Groove,"Animation, Adventure, Comedy"
2698,1976,Freaky Friday,"Comedy, Family, Fantasy"
2699,2003,The Missing,"Adventure, Thriller, Western"
2705,2001,How High,"Comedy, Fantasy"
2711,1998,Dirty Work,Comedy
2712,1984,The Hitcher,"Crime, Horror"
2731,1995,Tank Girl,"Action, Comedy, Sci-Fi"
2734,2001,From Hell,"History, Horror, Mystery"
2743,2002,The Pianist,"Biography, Drama, History"
2755,1974,The Longest Yard,"Comedy, Crime, Sport"
2757,1986,Back to School,"Comedy, Romance, Sport"
2771,1984,Top Secret!,"Comedy, Music"
2775,2002,Friday After Next,"Comedy, Drama"
2779,2003,Dr. Seuss' The Cat in the Hat,"Animation, Short"
2780,1998,Dark City,"Action, Drama, Fantasy"
2782,1995,Braveheart,"Biography, Drama, History"
2783,1993,Hocus Pocus,"Comedy, Family, Fantasy"
2800,2001,Serendipity,"Comedy, Romance"
2803,1995,Pride and Prejudice,"Drama, Romance"
2809,2005,Beauty Shop,Comedy
2813,2004,Bad Education,"Crime, Drama, Mystery"
2823,1985,D.A.R.Y.L.,"Family, Sci-Fi"
2848,1961,The Hustler,"Drama, Sport"
2851,1993,Falling Down,"Crime, Drama, Thriller"
2862,1991,The Silence of the Lambs,"Crime, Drama, Thriller"
2866,1999,Message in a Bottle,"Drama, Romance"
2872,1998,Jeff Foxworthy: Totally Committed,"Documentary, Comedy"
2874,2003,Elf,"Comedy, Family, Fantasy"
2876,1997,Addicted to Love,"Comedy, Romance"
2899,2004,Riding Giants,"Documentary, History, Sport"
2900,1970,Two Mules for Sister Sara,"Adventure, Romance, War"
2905,1998,Croupier,"Crime, Drama"
2908,1994,Richie Rich,"Animation, Comedy"
2913,2004,Finding Neverland,"Biography, Drama, Family"
2916,1994,The Last Seduction,"Crime, Drama, Romance"
2920,1987,Baby Boom,"Comedy, Drama, Romance"
2922,1989,Heathers,"Comedy, Crime, Drama"
2940,1999,Existenz,"Horror, Sci-Fi, Thriller"
2944,1994,Hoop Dreams,"Documentary, Drama, Sport"
2953,1987,Moonstruck,"Comedy, Drama, Romance"
2955,1991,The Commitments,"Comedy, Drama, Music"
2960,2004,The Ladykillers,"Comedy, Crime, Thriller"
2965,1957,The Seventh Seal,"Drama, Fantasy, History"
2981,2000,Saturday Night Live: The Best of Eddie Murphy,"Documentary, Comedy"
2992,2003,The Rundown,"Action, Adventure, Comedy"
3009,1968,Hellfighters,"Action, Adventure, Drama"
3013,1973,Westworld,"Drama, Sci-Fi, Western"
3015,2004,The Final Cut,"Action, Sci-Fi, Thriller"
3017,1985,Cocoon,Sci-Fi
3030,2001,The Mists of Avalon,"Drama, Fantasy"
3047,1989,The Fabulous Baker Boys,"Drama, Music, Romance"
3054,2003,I'm Not Scared,"Crime, Drama, Mystery"
3058,1979,Escape from Alcatraz,"Biography, Crime, Drama"
3071,1973,The Way We Were,"Drama, Romance"
3082,1985,Murphy's Romance,"Comedy, Drama, Romance"
3085,2000,Little Nicky,"Comedy, Fantasy"
3090,1985,Red Sonja,"Action, Adventure, Fantasy"
3093,1968,Barbarella,"Adventure, Comedy, Fantasy"
3106,1990,Ghost,"Drama, Fantasy, Romance"
3113,1997,Dante's Peak,"Action, Adventure, Thriller"
3124,1953,Titanic,"Drama, Romance"
3128,1984,Starman,"Romance, Sci-Fi"
3135,1991,Frankie and Johnny,"Comedy, Drama, Romance"
3138,2004,Blade: Trinity,"Action, Adventure, Horror"
3148,1996,The English Patient,"Drama, Romance, War"
3151,2004,Napoleon Dynamite,Comedy
3153,1965,Doctor Zhivago,"Drama, Romance, War"
3160,2000,The Man Who Cried,"Drama, Music, Romance"
3161,2001,Scary Movie 2,Comedy
3165,1988,Dirty Rotten Scoundrels,"Comedy, Crime"
3182,1997,Private Parts,"Biography, Comedy, Drama"
3197,2004,Around the World in 80 Days,"Action, Adventure, Comedy"
3198,1991,The Addams Family,"Comedy, Fantasy"
3216,1986,Children of a Lesser God,"Drama, Romance"
3222,1994,Guarding Tess,"Comedy, Drama"
3224,1930,All Quiet on the Western Front,"Drama, War"
3225,1987,A Nightmare on Elm Street 3: Dream Warriors,"Action, Fantasy, Horror"
3226,1938,Bringing Up Baby,"Comedy, Family, Romance"
3232,1976,The Enforcer,"Action, Crime, Thriller"
3253,1998,The Opposite of Sex,Comedy
3254,2003,Daredevil,"Action, Crime, Drama"
3256,2003,Swimming Pool,"Crime, Drama, Mystery"
3265,1990,The Grifters,"Crime, Drama, Thriller"
3267,1994,Muriel's Wedding,"Comedy, Drama, Romance"
3269,1962,The Longest Day,"Action, Drama, History"
3274,1998,Half Baked,"Comedy, Crime"
3276,1987,Cry Freedom,"Biography, Drama, History"
3282,2004,Sideways,"Comedy, Drama, Romance"
3285,1986,Flight of the Navigator,"Adventure, Family, Sci-Fi"
3290,1974,"The Godfather, Part II","Crime, Drama"
3309,2001,The Pledge,"Crime, Drama, Mystery"
3310,1984,All of Me,"Comedy, Fantasy, Romance"
3312,2001,Original Sin,"Drama, Mystery, Romance"
3315,1941,The Maltese Falcon,"Film-Noir, Mystery"
3320,2002,About a Boy,"Comedy, Drama, Romance"
3326,1996,Chain Reaction,"Action, Drama, Sci-Fi"
3331,1971,Bananas,Comedy
3333,2004,The Village,"Drama, Mystery, Thriller"
3342,1973,The Day of the Jackal,"Crime, Drama, Thriller"
3347,2003,Honey,"Drama, Music, Romance"
3350,2000,Reindeer Games,"Action, Adventure, Crime"
3355,1997,The Ice Storm,Drama
3364,1998,The Parent Trap,"Adventure, Comedy, Drama"
3368,2000,The Family Man,"Comedy, Drama, Fantasy"
3369,1939,The Little Princess,"Comedy, Drama, Family"
3371,2003,Whale Rider,"Drama, Family"
3379,1995,Strange Days,"Action, Crime, Drama"
3385,2002,28 Days Later,"Drama, Horror, Sci-Fi"
3391,2003,Where the Red Fern Grows,"Drama, Family"
3408,1998,High Art,"Drama, Romance"
3414,1995,Pocahontas,"Animation, Adventure, Drama"
3418,1993,Sister Act 2: Back in the Habit,"Comedy, Family, Music"
3423,1968,Where Eagles Dare,"Action, Adventure, War"
3427,2002,Men in Black II,"Action, Adventure, Comedy"
3433,1992,Forever Young,"Drama, Romance, Sci-Fi"
3434,2002,The Mothman Prophecies,"Drama, Horror, Mystery"
3437,1994,The Stand,"Adventure, Drama, Fantasy"
3441,2005,Kicking & Screaming,"Comedy, Family, Romance"
3446,2002,Spirited Away,"Animation, Adventure, Family"
3453,1934,The Man Who Knew Too Much,"Drama, Thriller"
3463,1999,10 Things I Hate About You,"Comedy, Drama, Romance"
3466,2001,Spy Kids,"Action, Adventure, Comedy"
3478,1993,The Man Without a Face,Drama
3489,1981,Time Bandits,"Adventure, Comedy, Fantasy"
3500,2000,Drunken Master,"Action, Comedy"
3510,1996,Hard Eight,"Crime, Drama"
3513,1963,Lilies of the Field,Drama
3515,1991,Jungle Fever,"Drama, Romance"
3522,2002,City by the Sea,"Crime, Drama, Mystery"
3526,1981,Halloween II,Horror
3535,1986,9 1/2 Weeks,"Drama, Thriller"
3538,1988,Beaches,"Comedy, Drama, Music"
3544,1968,The Odd Couple,Comedy
3551,1977,Pete's Dragon,"Animation, Adventure, Comedy"
3559,2003,Cowboys & Angels,"Comedy, Drama"
3563,1989,Earth Girls Are Easy,"Comedy, Musical, Romance"
3565,2004,Meet the Browns,"Comedy, Drama, Romance"
3571,1999,200 Cigarettes,"Comedy, Drama, Romance"
3579,2003,2 Fast 2 Furious,"Action, Crime, Thriller"
3582,1941,How Green Was My Valley,"Drama, Family"
